1.5 g
9.9 g
4.9 g
64.0 g
19.7 g
1.3 g
4.3 g
85.6 g
4.4 g
4.4 g
50 g
250 g
250 g
50 g
50 g
q.s.
5 g
16 g
400 g
100 g
30 g
100 g
20 g
30 g
5 g
250 g
250 g
60 g
15 g
25 g
325 g
250 g
120 g
40 g
25 g
20 g
2 g
325 g
250 g
100 g
12 g
30 g
3 g
400 g
99 g
1 g
15 g
500 g
200 g
15 g
25 g
3 g
2.0 g
6.0 g
3.0 g
28.0 g
0.5 g
q.s.
60.5 g
4 g
3 g
3 g
88 g
22 g
2 g
100 g
288 g
4 g
8 g
500 g
100 g
25 g
170 g
160 g
627 g
900 g
70 g
50 g
5 g
0.4 g
5.0 g
q.s.
73.6 g
1.1 g
q.s.
20.0 g
0.2 g
q.s.
2.5 g
5.0 g
0.1 g
q.s.
92.2 g
0.12 g
1.00 g
0.01 g
q.s.
99 g
1.0 g
10.0 g
6.0 g
1.0 g
0.2 g
81.8 g
0.5 g
5.0 g
q.s.
10.0 g
30.0 g
54.5 g
250 g
350 g
15 g
275 g
55 g
15 g
80 ml
8 g
2 g
275 g
55 g
15 g
80 ml
8 g
2 g
500 g
54 g
20 g
20 g
90 g
7 g
2 g
500 g
200 g
30 g
20 g
8 g
1 g
1 g
500 g
200 g
30 g
35 ml
20 g
5 g
8 g
500 g
200 g
10 g
q.s.
15 g
8 g
2 g
2 g
0.5 g
148 g
1 g
255 g
213 g
28 g
10 g
5 g
50 g
23 g
5 g
25.0 g
25.0 g
29.0 g
25.6 g
5.0 g
10.0 g
0.9 g
0.5 g
36.0 g
576 g
157 g
160 g
97 g
45 g
22 g
300 g
9 g
1 g
49 g
13 g
2.7 g
3.0 g
7.0 g
8.0 g
8.0 g
10.0 g
10.0 g
0.9 g
0.1 g
100 ml
q.s.
200 g
200 g
100 g
30 g
260 g
315 g
100 g
60 g
12 g
6 g
6 g
4.0 g
4.0 g
5.0 g
0.1 g
10.0 g
76.9 g
120.0 g
250.0 g
232.0 g
6.0 g
6.0 g
12.0 g
1.5 g
30.0 g
217.5 g
2.5 g
90 g
80 g
3 g
3 g
30 g
1 g
4 g
90 g
74 g
3 g
3 g
27 g
10 g
100 g
200 g
6 g
2 g
12 g
100 g
150 g
2 g
2 g
0.01 g
0.139 g
1 g
0.025 g
0.124 g
0.001 g
5.0 g
5.0 g
2.1 g
5.0 g
40.0 g
6.0 g
2.0 g
0.4 g
6.25 g
7.50 g
100.0 ml
125 g
148 g
9 g
60 g
15 g
3 g
1.5 g
4.0 g
3.0 g
q.s.
91.5 g
5.0 g
5.0 g
2.1 g
5.0 g
40.0 g
6.0 g
2.0 g
0.4 g
250 g
250 g
10 g
500 g
242 g
25 g
q.s.
12 g
10 g
8 g
500 g
242 g
25 g
q.s.
12 g
10 g
8 g
1.0 g
1.7 g
34.0 g
q.s.
63.3 g
200 g
200 g
200 g
20 g
10 g
4 g
20.0 g
10.4 g
14.3 g
18.7 g
1.7 g
1.1 g
27 g
76 g
12 g
1 g
3 g
25 g
25 g
3 g
10 g
3 g
3 g
93.0 g
287.0 g
52.0 g
2.2 g
0.9 g
5.0 g
5.0 g
2.0 g
60.0 g
0.5 g
9.0 g
9.0 g
0.5 g
0.3 g
5.0 g
5.0 g
2.0 g
60.0 g
9.0 g
0.5 g
0.2 g
10.0 g
100 ml
1.0 g
3.0 g
100 ml
100.0 g
5.0 g
0.4 g
0.5 g
q.s.
320.0 g
7.0 g
1.5 g
1.5 g
12.0 g
0.2 g
69.7 g
8.0 g
5.0 g
114.0 g
0.6 g
5.0 g
100.0 g
14.5 g
0.5 g
1.5 g
0.2 g
6.0 g
1.0 g
3.0 g
3.0 g
40.8 g
1.0 g
40.0 g
5.0 g
10 g
22 g
41 g
27 g
20.0 g
20.0 g
0.5 g
0.5 g
0.6 g
q.s.
100 ml
5.7 g
54.1 g
54.1 g
1.2 g
100 g
250 g
280 g
500 g
600 g
500 g
350 g
50 g
65 g
100 g
60 g
369 g
6 g
65 g
100 g
60 g
233 g
30 g
8 g
4 g
75 g
60 g
50 g
240 g
30 g
5 g
125 g
125 g
141 g
250 g
119 g
5 g
15 g
10 g
70 g
113 g
200 g
120 g
12 g
20 g
15 g
20 g
30 g
160.0 g
240.0 g
6.0 g
2.0 g
150.0 g
175.0 g
100.0 g
5.0 g
2.5 g
20.0 g
2.5 g
220 g
250 g
20 g
2 g
0.13 g
0.65 g
15.00 g
10.00 g
20.00 g
100.00 g
7.0 g
1.5 g
1.5 g
12.0 g
0.2 g
69.7 g
8.0 g
0.1 g
0.1 g
10.0 g
20.0 g
22.0 g
47.0 g
7.0 g
1.5 g
1.5 g
12.0 g
0.2 g
68.8 g
8.0 g
1.0 g
250 g
200 g
5 g
4 g
4 g
250 g
200 g
12 g
3 g
q.s.
4 g
8 g
179 g
7 g
5 g
1 g
8 g
190 g
1 g
6.1 g
205.5 g
2.2 g
500 g
65 g
97 g
32 g
53 g
650 g
625 g
190 g
410 g
480 g
48 g
12 g
q.s.
100 g
48 g
q.s.
360 g
117 g
11 g
90 g
25 g
2 g
200.0 g
297.5 g
2.5 g
q.s.
500.0 g
117.5 g
15.0 g
60.0 g
15.0 g
2.5 g
400 g
100 g
1 g
272 g
q.s.
20 g
4 g
400 g
100 g
1 g
262 g
q.s.
30 g
150 g
4 g
25 g
91 g
2 g
2 g
200 g
300 g
2 g
24.0 g
0.16 g
3.5 g
100.0 g
2.0 g
0.1 g
0.1 g
0.4 g
q.s.
95.4 g
4.0 g
884 g
47 g
q.s.
884 g
93 g
93 g
488 g
49 g
q.s.
650 g
325 g
407 g
81 g
250 g
150 g
28 g
38 g
575 ml
15 g
300 ml
3.0 g
15.0 g
q.s.
100.0 g
2.5 g
4.0 g
4.0 g
40.0 g
40.0 g
100 ml
5 g
6 g
4 g
40 g
q.s.
45 g
2 g
30 g
22 g
46 g
5.0 g
150 g
5.0 g
5.0 g
5.0 g
1.0 g
0.1 g
2.0 g
1.0 g
250 g
100 g
10 g
83 g
10 g
2 g
3 g
100 g
244 g
6 g
27.5 g
71.5 g
1.0 g
200 g
295 g
5 g
288 g
122 g
14 g
72 g
2 g
400 g
170 g
20 g
100 g
3 g
0.02 g
99.00 g
1.00 g
10.0 g
135.0 g
7.0 g
7.0 g
1.5 g
0.05 g
0.1 g
0.001 g
20.0 g
12.0 g
3.0 g
60 g
0.04 g
20 g
3.0 g
30.0 g
q.s.
34 g
33 g
7.0 g
1.5 g
1.5 g
12.0 g
0.2 g
68.8 g
8.0 g
1.0 g
1000 g
150 g
25 g
100 g
1 g
q.s.
5 g
125 g
65 g
1000 g
50 g
250 g
5 g
3 g
380 g
5 g
4 g
194 g
2 g
5 g
10 g
15 g
18 g
52 g
0.25 g
4.0 g
4.0 g
100 ml
q.s.
10 g
480 g
2.0 g
1 g
20 g
22 g
57 g
1 g
15 g
10 g
20 g
54 g
7.5 g
50.0 g
5.0 g
12.0 g
300 ml
1.5 g
2.5 g
40.0 g
56.0 g
1.5 g
1.5 g
0.5 g
40.0 g
56.5 g
50 g
132 g
6 g
q.s.
10 g
2 g
50.0 g
150.0 g
1.5 g
15.0 g
10.0 g
60 g
141 g
5 g
1 g
1 g
100 g
40 g
40 g
6 g
30 g
14 g
16 g
2 g
2 g
50 g
245 g
5 g
5 g
20 g
5 g
5 g
100 g
500 g
15 g
350 g
10 g
90 g
10 g
12 g
6 g
2 g
420 g
200 g
400 g
100.0 g
397.5 g
2.5 g
1 g
20 g
20 g
20 g
39 g
400 g
200 g
20 g
10 g
10 g
400 g
40 g
200 g
7 g
q.s.
10 g
800 g
200 g
30 g
q.s.
50 g
15 g
101 g
23 g
53 g
1 g
2 g
100 g
23 g
50 g
3 g
4 g
35 g
1 g
5 g
8.0 g
4.0 g
q.s.
100 ml
40 g
105 g
3 g
4 g
40 g
104 g
2 g
4 g
200 g
295 g
5 g
65.0 g
3.5 g
0.16 g
70.0 g
10.0 g
2.0 g
3.0 g
203 g
185 g
15 g
4 g
4 g
3 g
3.0 g
5.0 g
6.0 g
40.3 g
45.7 g
5.0 g
195.0 g
1.5 g
125.0 g
63.0 g
2.5 g
30 ml
6.2 g
1.3 g
3.0 g
5.00 g
1.25 g
25.00 g
100 ml
40 g
158 g
2 g
200 g
388 g
6 g
6 g
95 g
94 g
9 g
25 g
100 g
2 g
5.0 g
120.0 g
0.5 g
5.0 g
194.0 g
1.0 g
573 g
115 g
17 g
q.s.
11 g
2 g
0.013 g
0.1 g
1.0 g
q.s.
98.8 g
125 g
250 g
10 g
19 g
500 g
100 g
7500 g
75 g
75 g
5 g
5 g
0.186 g
15 g
10 g
23 g
100 g
456 g
14 g
5 g
120 g
14 g
q.s.
50 g
300 g
15 g
2 g
2 g
50 g
280 g
2 g
50 g
422 g
8 g
38 ml
15 g
2 g
1.0 g
10.0 g
5.0 g
0.5 g
49.5 g
q.s.
26.0 g
0.8 g
7.2 g
1.0 g
15.0 g
20.0 g
q.s.
64.0 g
7.0 g
1.5 g
1.5 g
12.0 g
0.2 g
68.8 g
8.0 g
1.0 g
0.5 g
6.0 g
0.9 g
7.6 g
60.0 g
0.5 g
24.5 g
5 g
12 g
12 g
12 g
44 g
15 g
5 g
10 g
20 g
22 g
q.s.
43 g
5 g
10 g
10 g
15 g
1 g
q.s.
59 g
2 g
20 g
q.s.
78 g
4 g
25 g
8 g
2 g
2 g
100 ml
4.0 g
10.0 g
5.0 g
q.s.
81 g
400 g
6 g
79 g
27 g
18 g
3 g
400 g
4 g
342 g
8 g
8 g
330 g
12 g
q.s.
400 g
16 g
8 g
8 g
289 g
15 g
q.s.
400 g
38 g
8 g
150.0 g
18.0 g
20.0 g
20.0 g
3.0 g
52.0 g
76.0 g
1.7 g
2.0 g
0.2 g
1 g
10 g
15 g
74 g
1.0 g
20.0 g
20.0 g
21.0 g
38.0 g
1.0 g
15.0 g
22.0 g
23.0 g
39.0 g
160 g
320 g
q.s.
5.0 g
0.0083 g
141.0 g
14.0 g
0.0163 g
3.0 g
50 g
227 g
20 g
3 g
50 g
300 g
10 g
30 g
12 g
2 g
2 g
100 g
397 g
3 g
200 g
51 g
6 g
60 ml
10 g
3 g
12.5 g
152.1 g
5.4 g
9.0 g
1.0 g
25 g
124 g
1 g
150 g
300 g
4 g
0.05 g
1.00 g
99.00 g
0.05 g
10.00 g
1.00 g
89.00 g
2 g
56 g
20 g
22 g
5 g
50 g
15 g
10 g
20 g
10 g
139 g
1 g
500 g
400 g
50 g
20 g
6 g
6 g
1 g
180 g
5 g
3 g
700 g
435 g
10 g
50 g
5 g
100.0 g
80.0 g
50.0 g
10.0 g
10.0 g
1.0 g
1.0 g
0.2 g
70 ml
10.0 g
8.0 g
2.0 g
1.0 g
0.05 g
0.08 g
0.02 g
q.s.
100 ml
262 g
238 g
4 g
100 g
196 g
4 g
2 g
3 g
0.18 g
0.02 g
100 g
250 g
40 g
5 g
q.s.
12 g
85 g
5 g
400 g
30 g
76 g
13 g
21 g
8 g
1 g
1 g
400 g
30 g
13 g
q.s.
21 g
50 g
60 g
8 g
1 g
1 g
400 g
80 g
30 g
20 g
20 g
7 g
3 g
400.0 g
100.0 g
15.0 g
4.5 g
q.s.
2.0 g
0.2 g
0.3 g
400.0 g
100.0 g
15.0 g
q.s.
2.0 g
0.2 g
0.3 g
500 g
100 g
10 g
10 g
5 g
500 g
100 g
15 g
25 g
1 g
8 g
1 g
500 g
100 g
15 g
8 g
90 g
5 g
15 g
100 g
200 g
0.003 g
0.004 g
11 g
5 g
20 g
6 g
7 g
32 g
19 g
10.0 g
89.5 g
0.5 g
500 g
600 g
30 g
10 g
150 ml
500 g
50 g
5.0 g
25.0 g
25.0 g
25.0 g
20.0 g
q.s.
400 g
150 g
25 g
15 g
5 g
50 g
200 g
200 g
6 g
10 g
5 g
5 g
0.5 g
0.22 g
0.01 g
0.075 g
0.02 g
0.004 g
0.0005 g
0.0005 g
1.2 g
21.0 g
40.0 g
37.8 g
7.0 g
1.5 g
1.5 g
12.0 g
0.1 g
67.8 g
8.0 g
2.0 g
1.0 g
12.0 g
q.s.
100 ml
2.0 g
0.1 g
20.0 g
10.0 g
10.0 g
5.0 g
0.3 g
52.6 g
2.0 g
0.04 g
0.09 g
0.06 g
4.0 g
0.45 g
0.20 g
0.50 g
5.0 g
0.06 g
0.10 g
17.5 g
21.6 g
q.s.
48.4 g
1.0 g
1.0 g
1.0 g
4.0 g
0.45 g
0.20 g
0.50 g
0.02 g
5.0 g
5.0 g
6.7 g
q.s.
80.1 g
3.5 g
13.8 g
52.0 g
30.7 g
5.0 g
2.0 g
1.2 g
1.8 g
12.0 g
4.0 g
50.0 g
60.0 g
200.0 g
125.0 g
45.0 g
1.5 g
0.01 g
0.00005 g
0.1 g
0.002 g
4.5 g
10.0 g
45.0 g
0.2 g
0.08 g
9.6 g
0.07 g
25.0 g
0.015 g
0.015 g
0.055 g
0.015 g
0.3 g
0.1 g
5.0 g
10.0 g
2.2 g
2.2 g
16.5 g
11.5 g
2.2 g
6.0 g
85.0 g
31.0 g
311.0 g
10.0 g
3.0 g
7.2 g
2.5 g
150.0 g
2.5 g
2.9 g
2.0 g
22.0 g
12.0 g
110.0 g
550.0 g
82.0 g
166.0 g
2.5 g
13.8 g
57.2 g
37.0 g
57.0 g
50.0 g
5.7 g
5.0 g
50.0 g
3.0 g
3.0 g
3.0 g
22.0 g
12.0 g
100.0 g
550.0 g
80.0 g
160.0 g
2.0 g
14.0 g
50.0 g
37.0 g
60.0 g
50.0 g
6.0 g
5.0 g
7.0 g
1.2 g
1.2 g
20.0 g
1.8 g
6.5 g
60.0 g
5.0 g
31.0 g
200.0 g
200.0 g
20.0 g
1.0 g
30.0 g
6.0 g
3.0 g
2.0 g
0.8 g
0.013 g
0.5 g
15.0 g
0.2 g
52.5 g
0.4 g
0.2 g
0.2 g
0.2 g
0.02 g
20.0 g
10.0 g
q.s.
0.26 g
0.30 g
1.10 g
0.25 g
1.50 g
20.00 g
50.00 g
130.00 g
80.00 g
20.00 g
25.00 g
2.00 g
0.10 g
15.00 g
35.00 g
1.50 g
0.80 g
2.10 g
0.66 g
40.00 g
2 g
2 g
2 g
22 g
11 g
400 g
300 g
100 g
3 g
50 g
23 g
6 g
85 g
40 g
600 g
80 g
q.s.
0.013 g
0.004 g
0.011 g
0.066 g
0.017 g
0.36 g
0.55 g
0.3 g
0.3 g
0.035 g
0.005 g
0.08 g
0.006 g
0.55 g
0.02 g
0.012 g
0.06 g
0.08 g
0.1 g
5.5 g
5.5 g
6.5 g
60.0 g
30.0 g
200.0 g
20.0 g
30.0 g
110.0 g
400.0 g
500.0 g
600.0 g
70.0 g
0.5 g
40.0 g
200.0 g
200.0 g
100.0 g
5.5 g
5.5 g
6.5 g
60.0 g
30.0 g
200.0 g
20.0 g
30.0 g
50.0 g
500.0 g
500.0 g
500.0 g
70.0 g
0.5 g
40.0 g
200.0 g
200.0 g
100.0 g
4.5 g
0.027 g
2.1 g
0.5 g
1.0 g
6.0 g
q.s.
90 ml
1.1 g
0.6 g
0.1 g
0.5 g
0.6 g
0.01 g
10 ml
4.5 g
0.027 g
2.1 g
0.5 g
1.0 g
22.0 g
q.s.
90 ml
1.1 g
0.6 g
0.1 g
0.5 g
0.6 g
0.01 g
1 ml
200 g
26 g
33 g
110 g
22 g
150 g
66 g
1150 g
210 g
20000 g
5000 g
1000 g
2000 g
7000 ml
0.11 g
1.06 g
0.5 g
20 g
725 g
0.355 g
0.035 g
0.177 g
0.035 g
0.353 g
0.035 g
0.353 g
0.3 g
